Date,Total Fossil Fuels Production,Nuclear Electric Power Production,Total Renewable Energy Production,Primary Energy Imports,Total Primary Energy Production
31-08-2018,6.693918,0.755713,0.953714,2.191516,8.403345
30-09-2018,6.439581,0.676697,0.872342,1.998803,7.98862
31-10-2018,6.734886,0.620995,0.90945,1.981975,8.265331
30-11-2018,6.599256,0.668643,0.913361,1.895825,8.18126
31-12-2018,6.776997,0.749177,0.952043,1.957559,8.478216
31-01-2019,6.809097,0.769584,0.952661,2.121899,8.531342
28-02-2019,6.12895,0.675753,0.882918,1.700241,7.687621
31-03-2019,6.663949,0.679562,0.999795,1.924651,8.343306
30-04-2019,6.65414,0.632586,1.0397,1.924807,8.326426
31-05-2019,6.877088,0.700904,1.073754,2.045868,8.651746
30-06-2019,6.606718,0.718461,1.009869,1.889378,8.335048
31-07-2019,6.785362,0.753898,0.998272,2.020569,8.537531
31-08-2019,7.06218,0.750891,0.952554,1.97528,8.765625
30-09-2019,6.822768,0.689836,0.91247,1.789243,8.425074
31-10-2019,7.062514,0.647745,0.941536,1.816105,8.651795
30-11-2019,6.886113,0.669598,0.912051,1.688425,8.467762
31-12-2019,7.048279,0.763034,0.951898,1.968761,8.763212
31-01-2020,7.023966,0.774776,0.981404,1.871493,8.780146
29-02-2020,6.457747,0.688502,0.985297,1.72719,8.131546
31-03-2020,6.830089,0.668515,0.995239,1.782154,8.493843
30-04-2020,6.242222,0.61809,0.922997,1.507487,7.783309
31-05-2020,5.794635,0.672074,1.021471,1.651252,7.488181
30-06-2020,5.889961,0.702024,1.038836,1.704521,7.630822
31-07-2020,6.302331,0.7248,0.995034,1.69169,8.022165
31-08-2020,6.301563,0.720588,0.954931,1.612727,7.977082
30-09-2020,6.138334,0.686588,0.884571,1.544957,7.709492
31-10-2020,6.2046,0.6201,0.938501,1.578486,7.763202
30-11-2020,6.234271,0.645145,0.980632,1.596209,7.860048
31-12-2020,6.393932,0.729872,0.984504,1.719896,8.108308
31-01-2021,6.50676,0.748098,0.996592,1.771525,8.25145
28-02-2021,5.330326,0.656549,0.873844,1.565742,6.860719
31-03-2021,6.605408,0.664413,1.096067,1.788106,8.365888
30-04-2021,6.368644,0.595413,1.053848,1.702768,8.017904
31-05-2021,6.627368,0.661137,1.112084,1.799127,8.400589
30-06-2021,6.441243,0.689048,1.039772,1.890417,8.170063
31-07-2021,6.638882,0.717845,1.001086,1.877723,8.357812
31-08-2021,6.681408,0.724517,1.015449,1.845777,8.421374
30-09-2021,6.42136,0.672879,0.972447,1.829001,8.066687
31-10-2021,6.770603,0.593874,1.00656,1.751844,8.371038
30-11-2021,6.653553,0.654413,1.040253,1.774257,8.348218
31-12-2021,6.816448,0.737537,1.118251,1.8591,8.672236
31-01-2022,6.666196,0.736046,1.129142,1.836209,8.531384
28-02-2022,6.049793,0.645056,1.070709,1.68466,7.765558
31-03-2022,6.812384,0.65863,1.208051,1.848642,8.679065
30-04-2022,6.5565,0.576615,1.175706,1.744661,8.30882
31-05-2022,6.845556,0.661007,1.21879,1.792369,8.725353
30-06-2022,6.698692,0.685346,1.186711,1.801766,8.570749
31-07-2022,6.921426,0.718109,1.1324,1.907862,8.771935
31-08-2022,7.047525,0.718526,1.044026,1.821828,8.810077
30-09-2022,6.915201,0.664673,0.978647,1.702048,8.558521
31-10-2022,7.126618,0.614741,1.019209,1.767733,8.760568
30-11-2022,6.875368,0.647029,1.097519,1.761697,8.619915
