Date,Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Total Renewable Energy Consumption,Primary Energy Net Exports,Total Primary Energy Consumption
30-06-2014,6.178278,0.712658,0.866273,1.014303,7.772385
31-07-2014,6.61897,0.752422,0.833911,1.060902,8.223279
31-08-2014,6.662978,0.743936,0.772102,1.060628,8.198856
30-09-2014,6.190374,0.706343,0.723306,0.965961,7.637999
31-10-2014,6.311486,0.652547,0.776031,1.008603,7.755148
30-11-2014,6.679229,0.681301,0.816201,1.024117,8.192794
31-12-2014,7.180598,0.767299,0.83074,1.139668,8.793278
31-01-2015,7.682537,0.776715,0.817426,1.102799,9.294494
28-02-2015,7.159352,0.66368,0.769798,1.0057,8.607225
31-03-2015,6.899031,0.67503,0.836501,1.035106,8.429971
30-04-2015,5.984159,0.625226,0.835071,1.105445,7.464733
31-05-2015,6.101003,0.688414,0.832147,1.110182,7.64206
30-06-2015,6.36044,0.716542,0.797476,1.032342,7.895194
31-07-2015,6.834754,0.746829,0.822935,1.095109,8.425841
31-08-2015,6.729872,0.75732,0.799527,1.053589,8.308934
30-09-2015,6.214951,0.69521,0.752557,1.076211,7.682856
31-10-2015,6.184823,0.633451,0.778832,1.069625,7.612678
30-11-2015,6.197692,0.63024,0.8268,1.060174,7.672433
31-12-2015,6.741673,0.728229,0.880423,1.15587,8.367728
31-01-2016,7.415254,0.758537,0.859655,1.099,9.054377
29-02-2016,6.663741,0.686509,0.857728,1.037638,8.224631
31-03-2016,6.3369,0.691851,0.936539,1.167178,7.982821
30-04-2016,5.886045,0.656112,0.889149,1.122731,7.445814
31-05-2016,5.958827,0.696324,0.9035,1.242526,7.576362
30-06-2016,6.347812,0.702587,0.857314,1.190165,7.928655
31-07-2016,6.824567,0.735784,0.875161,1.130691,8.459735
31-08-2016,6.932325,0.748095,0.826663,1.186213,8.530155
30-09-2016,6.251514,0.684522,0.791941,1.184215,7.74405
31-10-2016,6.160696,0.63521,0.834615,1.124287,7.648668
30-11-2016,6.171333,0.681705,0.838294,1.262829,7.711817
31-12-2016,7.37,0.749517,0.938113,1.371734,9.074258
31-01-2017,7.279425,0.764768,0.909224,1.380433,8.975714
28-02-2017,6.076847,0.664778,0.862546,1.389046,7.621171
31-03-2017,6.714135,0.68081,1.018288,1.470174,8.430378
30-04-2017,5.846171,0.593479,0.997739,1.421182,7.452592
31-05-2017,6.098856,0.64127,1.038529,1.452963,7.793164
30-06-2017,6.245456,0.700866,0.994661,1.4344,7.958662
31-07-2017,6.734308,0.745875,0.923921,1.45849,8.421864
31-08-2017,6.645986,0.757067,0.86974,1.393328,8.292366
30-09-2017,6.050237,0.712236,0.840006,1.47795,7.617957
31-10-2017,6.21255,0.690239,0.894515,1.683261,7.808368
30-11-2017,6.509779,0.696756,0.8799,1.657555,8.097036
31-12-2017,7.493366,0.770824,0.909322,1.726816,9.187347
31-01-2018,7.911819,0.780456,0.958085,1.572446,9.664299
28-02-2018,6.47658,0.67738,0.89756,1.52459,8.063531
31-03-2018,6.990649,0.700826,0.998825,1.742406,8.705324
30-04-2018,6.252246,0.618237,1.005717,1.791851,7.886119
31-05-2018,6.219886,0.703833,1.048456,1.774731,7.986156
30-06-2018,6.380783,0.728583,1.018926,1.762188,8.142891
31-07-2018,6.904313,0.757528,0.933103,1.863194,8.610077
31-08-2018,6.97706,0.755713,0.939764,1.737064,8.689603
30-09-2018,6.322819,0.676697,0.852988,1.723356,7.863388
31-10-2018,6.564261,0.620995,0.890844,1.893627,8.085771
30-11-2018,6.943583,0.668643,0.894207,1.883561,8.515059
31-12-2018,7.336542,0.749177,0.931479,1.954641,9.02803
31-01-2019,7.838231,0.769584,0.92859,1.910215,9.547804
28-02-2019,6.835727,0.675753,0.869601,1.724712,8.391774
31-03-2019,7.031288,0.679562,0.988904,1.912069,8.707946
30-04-2019,6.011698,0.632586,1.023881,1.892923,7.676307
31-05-2019,6.175787,0.700904,1.065456,1.953797,7.952525
30-06-2019,6.189718,0.718461,0.997705,1.940025,7.918271
31-07-2019,6.811535,0.753898,0.98522,1.888848,8.563226
31-08-2019,6.86216,0.750891,0.939378,1.969309,8.56635
30-09-2019,6.26438,0.689836,0.901129,1.976907,7.867345
31-10-2019,6.3538,0.647745,0.933183,2.087737,7.942221
30-11-2019,6.814014,0.669598,0.900215,2.028612,8.396094
31-12-2019,7.236205,0.763034,0.935226,2.190414,8.948239
31-01-2020,7.230035,0.774776,0.95929,2.175213,8.974959
29-02-2020,6.7023,0.688502,0.96752,2.088791,8.367983
31-03-2020,6.239582,0.668515,0.963978,2.236072,7.884964
30-04-2020,4.97187,0.61809,0.915348,1.879794,6.516376
31-05-2020,5.122613,0.672074,1.022323,1.693721,6.829652
30-06-2020,5.523024,0.702024,1.037951,1.658983,7.276318
31-07-2020,6.338741,0.7248,0.985773,1.874128,8.067831
31-08-2020,6.330145,0.720588,0.943395,1.877792,8.0142
30-09-2020,5.727728,0.686588,0.874063,1.852767,7.30114
31-10-2020,5.925301,0.6201,0.918562,1.975293,7.477217
30-11-2020,5.963724,0.645145,0.962361,1.956907,7.582876
31-12-2020,7.001264,0.729872,0.968169,2.194463,8.714053
31-01-2021,7.210939,0.748098,0.966254,2.082925,8.939434
28-02-2021,6.614624,0.656549,0.867479,1.666903,8.148638
31-03-2021,6.357527,0.664413,1.084536,2.067107,8.119532
30-04-2021,5.875228,0.595413,1.044185,2.10447,7.526169
31-05-2021,5.953166,0.661137,1.104371,2.131187,7.731281
30-06-2021,6.318544,0.689048,1.027711,2.204428,8.050457
31-07-2021,6.696717,0.717845,0.988428,2.085376,8.41805
31-08-2021,6.783647,0.724517,1.009159,2.183267,8.528827
30-09-2021,6.079996,0.672879,0.962218,1.924995,7.724445
31-10-2021,6.157526,0.593874,0.997633,2.062901,7.758761
30-11-2021,6.466033,0.654413,1.019886,2.171553,8.144297
31-12-2021,6.916527,0.737537,1.091346,2.386337,8.753643
31-01-2022,7.66898,0.736046,1.09294,2.185471,9.508195
28-02-2022,6.763628,0.645056,1.045676,2.049345,8.460574
31-03-2022,6.689434,0.65863,1.188372,2.366822,8.543246
30-04-2022,5.996958,0.576615,1.16404,2.279939,7.746131
31-05-2022,6.065854,0.661007,1.199383,2.32266,7.935685
30-06-2022,6.284931,0.685346,1.170519,2.295549,8.155757
31-07-2022,6.736891,0.718109,1.111161,2.29432,8.584805
31-08-2022,6.755154,0.718526,1.036589,2.32709,8.530444
30-09-2022,6.14428,0.664673,0.960694,2.219831,7.782741
31-10-2022,6.179721,0.614741,1.006859,2.322475,7.811175
30-11-2022,6.553431,0.647029,1.076469,2.305923,8.285891
