Date,Total Fossil Fuels Production,Total Fossil Fuels Consumption,Nuclear Electric Power Production,Nuclear Electric Power Consumption,Total Renewable Energy Production,Total Renewable Energy Consumption,Primary Energy Imports,Primary Energy Net Imports,Primary Energy Net Exports,Total Primary Energy Production,Total Primary Energy Consumption,Primary Energy Stock Change and Other
31-05-2003,4.732374,6.456592,0.648269,0.648269,0.557622,0.557691,2.739834,2.38842,0.351413,5.938265,7.663915,-0.66277
30-06-2003,4.602254,6.424067,0.668892,0.668892,0.549092,0.548232,2.65311,2.306586,0.346524,5.820237,7.642524,-0.484298
31-07-2003,4.640939,7.014799,0.725921,0.725921,0.524624,0.523856,2.741513,2.405675,0.335838,5.891484,8.272435,-0.024724
31-08-2003,4.714532,7.162053,0.719367,0.719367,0.50153,0.502381,2.721133,2.389947,0.331186,5.935429,8.391328,0.065952
30-09-2003,4.644104,6.499037,0.662669,0.662669,0.447121,0.445427,2.656169,2.335409,0.32076,5.753894,7.605784,-0.483519
31-10-2003,4.819384,6.708386,0.625489,0.625489,0.451931,0.452123,2.659108,2.313807,0.345301,5.896804,7.781223,-0.429388
30-11-2003,4.497115,6.753287,0.621151,0.621151,0.460818,0.463802,2.448815,2.112955,0.335859,5.579084,7.83561,0.143571
31-12-2003,4.742188,7.684241,0.715071,0.715071,0.524532,0.526226,2.616765,2.274073,0.342692,5.981791,8.926281,0.670417
31-01-2004,4.768187,8.096323,0.738367,0.738367,0.514261,0.515182,2.620406,2.326621,0.293786,6.020815,9.350304,1.002868
29-02-2004,4.425521,7.589798,0.668455,0.668455,0.474103,0.475956,2.557755,2.252563,0.305192,5.568078,8.733811,0.913169
31-03-2004,4.814606,7.263378,0.659937,0.659937,0.510702,0.5108,2.838301,2.456902,0.3814,5.985245,8.430967,-0.011179
30-04-2004,4.641249,6.692449,0.611292,0.611292,0.488758,0.489917,2.685335,2.282326,0.403009,5.741299,7.793673,-0.229953
31-05-2004,4.61008,6.765564,0.676959,0.676959,0.522609,0.52319,2.871301,2.487833,0.383469,5.809649,7.966313,-0.331169
30-06-2004,4.663308,6.739287,0.706331,0.706331,0.531796,0.534475,2.82737,2.44453,0.38284,5.901435,7.982283,-0.363682
31-07-2004,4.7192,7.121877,0.750556,0.750556,0.523871,0.52402,2.935243,2.570281,0.364962,5.993627,8.406337,-0.157571
31-08-2004,4.741681,7.099052,0.741102,0.741102,0.502493,0.502435,2.939559,2.57139,0.368169,5.985276,8.354285,-0.20238
30-09-2004,4.518315,6.65937,0.687539,0.687539,0.479402,0.480236,2.661257,2.305285,0.355972,5.685257,7.830388,-0.160154
31-10-2004,4.622894,6.817708,0.652067,0.652067,0.472897,0.474139,2.868717,2.525255,0.343462,5.747858,7.947538,-0.325574
30-11-2004,4.599739,6.945019,0.614635,0.614635,0.484754,0.485653,2.807686,2.464374,0.343311,5.699128,8.050412,-0.113091
31-12-2004,4.759239,7.876444,0.715534,0.715534,0.557149,0.558847,2.879319,2.453531,0.425789,6.031922,9.156182,0.670729
31-01-2005,4.703669,8.015701,0.728728,0.728728,0.537045,0.537957,2.844689,2.485242,0.359447,5.969442,9.287429,0.832745
28-02-2005,4.395181,7.152356,0.636042,0.636042,0.489404,0.489174,2.696854,2.329338,0.367516,5.520627,8.283712,0.433747
31-03-2005,4.964711,7.55195,0.642216,0.642216,0.524509,0.523965,2.896878,2.491006,0.405872,6.131436,8.726282,0.10384
30-04-2005,4.661086,6.615682,0.579031,0.579031,0.514356,0.51375,2.777684,2.384553,0.393131,5.754473,7.714735,-0.42429
31-05-2005,4.681531,6.708309,0.65716,0.65716,0.567482,0.568378,2.957281,2.524439,0.432842,5.906173,7.939029,-0.491583
30-06-2005,4.675718,6.914146,0.690282,0.690282,0.559572,0.562221,2.911081,2.459938,0.451143,5.925572,8.172075,-0.213434
31-07-2005,4.622076,7.266962,0.741687,0.741687,0.561855,0.56255,3.008039,2.621742,0.386297,5.925617,8.580751,0.033392
31-08-2005,4.723162,7.413572,0.744938,0.744938,0.514673,0.517306,2.945546,2.555713,0.389833,5.982773,8.687819,0.149334
30-09-2005,4.229679,6.621822,0.696488,0.696488,0.464185,0.464673,2.74365,2.440916,0.302734,5.390352,7.789281,-0.041987
31-10-2005,4.359133,6.660177,0.639055,0.639055,0.47583,0.477098,3.0058,2.699645,0.306155,5.474018,7.782715,-0.390948
30-11-2005,4.451119,6.78902,0.656557,0.656557,0.484914,0.486959,2.905754,2.61089,0.294863,5.59259,7.939547,-0.263934
31-12-2005,4.528238,7.91297,0.748627,0.748627,0.527174,0.529713,2.966014,2.593961,0.372053,5.804039,9.198389,0.80039
31-01-2006,4.693698,7.470393,0.750397,0.750397,0.590899,0.589472,2.950482,2.600141,0.350341,6.034994,8.815186,0.180052
28-02-2006,4.2315,7.004642,0.653394,0.653394,0.529246,0.527016,2.630297,2.301529,0.328768,5.414141,8.190426,0.474756
31-03-2006,4.769844,7.361981,0.664927,0.664927,0.55318,0.551725,2.796824,2.424192,0.372633,5.98795,8.584288,0.172147
30-04-2006,4.563702,6.523944,0.600714,0.600714,0.577843,0.579724,2.784947,2.414727,0.37022,5.742258,7.709169,-0.447816
31-05-2006,4.762797,6.678094,0.655064,0.655064,0.611368,0.618094,3.034537,2.611317,0.42322,6.029229,7.956212,-0.684335
30-06-2006,4.658733,6.819267,0.713665,0.713665,0.598607,0.608287,2.933685,2.526273,0.407412,5.971006,8.146062,-0.351217
31-07-2006,4.675808,7.294424,0.753266,0.753266,0.568581,0.573974,3.015386,2.624923,0.390463,5.997655,8.632133,0.009555
31-08-2006,4.784173,7.432139,0.751488,0.751488,0.531475,0.537154,3.14964,2.741692,0.407949,6.067137,8.731275,-0.077553
30-09-2006,4.579345,6.606302,0.695413,0.695413,0.478101,0.484045,2.986634,2.540468,0.446167,5.752859,7.785762,-0.507564
31-10-2006,4.780906,6.921649,0.60011,0.60011,0.489377,0.496715,2.861076,2.43864,0.422436,5.870392,8.01968,-0.289351
30-11-2006,4.631319,6.862516,0.640629,0.640629,0.515816,0.52259,2.711032,2.287135,0.423896,5.787764,8.028324,-0.046576
31-12-2006,4.744882,7.501847,0.73556,0.73556,0.542022,0.548344,2.794248,2.410416,0.383833,6.022463,8.793294,0.360415
31-01-2007,4.766295,7.838025,0.776251,0.776251,0.592181,0.597023,2.981632,2.546956,0.434676,6.134727,9.217789,0.536106
28-02-2007,4.300942,7.566001,0.684143,0.684143,0.488023,0.491007,2.461838,2.12213,0.339708,5.473109,8.750832,1.155593
31-03-2007,4.78946,7.29742,0.674497,0.674497,0.574791,0.57708,3.044348,2.63361,0.410738,6.038748,8.555148,-0.11721
30-04-2007,4.591832,6.739492,0.601035,0.601035,0.566548,0.565801,2.912455,2.504684,0.40777,5.759415,7.915978,-0.348121
31-05-2007,4.811407,6.726061,0.682043,0.682043,0.594245,0.593598,3.054552,2.615966,0.438586,6.087695,8.01359,-0.690071
30-06-2007,4.66717,6.798607,0.722934,0.722934,0.555788,0.557977,2.870868,2.456091,0.414777,5.945893,8.090384,-0.3116
31-07-2007,4.680978,7.145962,0.762954,0.762954,0.562071,0.56151,3.029216,2.539133,0.490083,6.006003,8.48329,-0.061847
31-08-2007,4.831601,7.49518,0.763084,0.763084,0.542083,0.542305,3.033339,2.567716,0.465623,6.136768,8.81248,0.107996
30-09-2007,4.581483,6.737768,0.708832,0.708832,0.483353,0.48239,2.877046,2.449668,0.427378,5.773668,7.933705,-0.289631
31-10-2007,4.831938,6.807023,0.647062,0.647062,0.500628,0.5036,2.806804,2.3762,0.430604,5.979628,7.964549,-0.391278
30-11-2007,4.743522,6.883434,0.680729,0.680729,0.503204,0.501382,2.763991,2.214775,0.549215,5.927455,8.074189,-0.068042
31-12-2007,4.772485,7.770058,0.755027,0.755027,0.547833,0.54982,2.842446,2.313794,0.528652,6.075344,9.081813,0.692675
31-01-2008,4.859584,8.066247,0.739318,0.739318,0.597581,0.59363,2.948052,2.417403,0.530649,6.196483,9.41029,0.796405
29-02-2008,4.596865,7.416912,0.680743,0.680743,0.54223,0.541686,2.602595,2.079138,0.523457,5.819837,8.649759,0.750785
31-03-2008,4.88269,7.303725,0.676417,0.676417,0.604443,0.596878,2.759004,2.158302,0.600703,6.16355,8.584342,0.26249
30-04-2008,4.79135,6.617114,0.599242,0.599242,0.607253,0.60643,2.775943,2.189734,0.586209,5.997844,7.832112,-0.355466
31-05-2008,4.867863,6.539491,0.67756,0.67756,0.668828,0.664939,2.742533,2.127049,0.615485,6.21425,7.889878,-0.451421
30-06-2008,4.659152,6.618345,0.734978,0.734978,0.67552,0.673973,2.766681,2.14945,0.617231,6.06965,8.03667,-0.182431
31-07-2008,4.975041,6.974474,0.776775,0.776775,0.646308,0.645981,2.81667,2.216281,0.600389,6.398124,8.411947,-0.202458
31-08-2008,4.937988,6.840556,0.758994,0.758994,0.599263,0.597497,2.838863,2.259697,0.579166,6.296245,8.21186,-0.344082
30-09-2008,4.40615,6.104693,0.700847,0.700847,0.531982,0.532877,2.446439,1.931127,0.515312,5.638979,7.348855,-0.221251
31-10-2008,4.891401,6.563795,0.656598,0.656598,0.55218,0.554001,2.826743,2.241681,0.585062,6.10018,7.779875,-0.561986
30-11-2008,4.738032,6.588885,0.662742,0.662742,0.551779,0.549341,2.690385,2.103992,0.586393,5.952553,7.805137,-0.251408
31-12-2008,4.920737,7.40631,0.762278,0.762278,0.614791,0.618066,2.756459,2.147332,0.609126,6.297806,8.793599,0.34846
31-01-2009,4.894487,7.722378,0.775038,0.775038,0.626716,0.622078,2.827832,2.233044,0.594788,6.296241,9.126375,0.597091
28-02-2009,4.501076,6.649806,0.671752,0.671752,0.54527,0.537023,2.377441,1.875236,0.502204,5.718099,7.866614,0.273279
31-03-2009,4.911425,6.714718,0.703269,0.703269,0.625349,0.623332,2.664286,2.109422,0.554864,6.240043,8.045558,-0.303906
30-04-2009,4.654185,6.051653,0.621353,0.621353,0.651335,0.655288,2.485878,1.982773,0.503105,5.926872,7.334454,-0.575192
31-05-2009,4.699176,5.889515,0.683971,0.683971,0.693227,0.697469,2.43555,1.902648,0.532902,6.076374,7.280292,-0.698731
30-06-2009,4.659088,6.102856,0.729356,0.729356,0.685872,0.68784,2.456688,1.89464,0.562048,6.074316,7.530644,-0.438312
31-07-2009,4.796858,6.385124,0.762973,0.762973,0.645722,0.645659,2.550358,1.934596,0.615762,6.205553,7.807674,-0.332476
31-08-2009,4.804587,6.565902,0.755606,0.755606,0.61811,0.618461,2.445573,1.853492,0.592081,6.178304,7.955239,-0.076557
30-09-2009,4.646178,5.996211,0.687698,0.687698,0.570982,0.56929,2.453528,1.857808,0.59572,5.904858,7.263741,-0.498925
31-10-2009,4.756574,6.216283,0.606841,0.606841,0.628298,0.628834,2.325738,1.681982,0.643756,5.991712,7.463399,-0.210295
30-11-2009,4.592522,6.173966,0.617805,0.617805,0.642624,0.637537,2.315794,1.718127,0.597667,5.85295,7.438,-0.133078
31-12-2009,4.695395,7.394065,0.739558,0.739558,0.692242,0.686335,2.351669,1.726364,0.625304,6.127195,8.831041,0.977481
31-01-2010,4.715521,7.674596,0.758495,0.758495,0.684631,0.674854,2.514866,1.928875,0.58599,6.158647,9.12207,1.034547
28-02-2010,4.432809,6.890472,0.681945,0.681945,0.622725,0.616888,2.236021,1.684273,0.551748,5.737478,8.200866,0.779115
31-03-2010,5.007242,6.81611,0.675562,0.675562,0.696685,0.687483,2.518272,1.868581,0.649691,6.37949,8.189559,-0.058512
30-04-2010,4.77354,6.078281,0.602151,0.602151,0.675733,0.672394,2.578934,1.897908,0.681027,6.051424,7.361723,-0.587608
31-05-2010,4.776965,6.233575,0.696713,0.696713,0.732772,0.731173,2.577522,1.878576,0.698946,6.206451,7.665975,-0.419052
30-06-2010,4.713787,6.504583,0.713885,0.713885,0.769017,0.771168,2.555147,1.875938,0.67921,6.196689,7.998152,-0.074475
31-07-2010,4.867467,6.887004,0.75164,0.75164,0.717649,0.718081,2.704398,1.993603,0.710795,6.336755,8.366321,0.035962
31-08-2010,4.975638,6.999945,0.748093,0.748093,0.678088,0.676525,2.626105,1.933317,0.692788,6.401818,8.430768,0.095633
30-09-2010,4.912295,6.317627,0.725068,0.725068,0.641121,0.637853,2.430501,1.760427,0.670074,6.278484,7.682324,-0.356587
31-10-2010,5.017727,6.173845,0.655872,0.655872,0.661381,0.658593,2.389302,1.680187,0.709115,6.33498,7.489785,-0.525382
30-11-2010,4.903486,6.439027,0.654872,0.654872,0.696046,0.68954,2.288173,1.533467,0.754706,6.254404,7.786146,-0.001725
31-12-2010,5.062813,7.70799,0.770138,0.770138,0.739158,0.73356,2.446525,1.654584,0.791941,6.572109,9.220542,0.99385
31-01-2011,4.977779,7.776325,0.761181,0.761181,0.755956,0.740101,2.645132,1.811467,0.833665,6.494916,9.286777,0.980394
28-02-2011,4.498148,6.699789,0.677953,0.677953,0.718491,0.711537,2.117784,1.364611,0.753172,5.894592,8.096854,0.837651
31-03-2011,5.160762,6.812883,0.687083,0.687083,0.827278,0.816648,2.530831,1.657863,0.872969,6.675123,8.325084,-0.007902
30-04-2011,4.906942,6.092503,0.570783,0.570783,0.824689,0.815493,2.403862,1.533433,0.870429,6.302414,7.486272,-0.349574
31-05-2011,4.996022,6.120641,0.596583,0.596583,0.845788,0.839626,2.490008,1.649877,0.840131,6.438393,7.569207,-0.519063
30-06-2011,4.913867,6.349218,0.682987,0.682987,0.837531,0.836944,2.408985,1.597455,0.81153,6.434384,7.879953,-0.151886
31-07-2011,4.937955,6.801611,0.757017,0.757017,0.805792,0.796166,2.495438,1.64881,0.846629,6.500764,8.371063,0.22149
31-08-2011,5.205101,6.877569,0.746487,0.746487,0.7558,0.755301,2.39665,1.524464,0.872185,6.707388,8.394966,0.163114
30-09-2011,5.051033,6.159359,0.699506,0.699506,0.689653,0.682866,2.286937,1.402551,0.884387,6.440192,7.552035,-0.290707
31-10-2011,5.299419,6.182237,0.662758,0.662758,0.720149,0.711207,2.345885,1.462575,0.883309,6.682326,7.565711,-0.57919
30-11-2011,5.235448,6.355753,0.674655,0.674655,0.748063,0.737148,2.266041,1.37929,0.88675,6.658166,7.775544,-0.261912
31-12-2011,5.347022,7.034714,0.751706,0.751706,0.780498,0.770705,2.360429,1.342866,1.017562,6.879226,8.568678,0.346585
31-01-2012,5.406309,7.144212,0.758482,0.758482,0.773864,0.75269,2.359728,1.50815,0.851579,6.938655,8.666355,0.21955
29-02-2012,4.97344,6.591734,0.669053,0.669053,0.695961,0.684269,2.141501,1.317897,0.823604,6.338454,7.954506,0.298156
31-03-2012,5.210542,6.215814,0.646854,0.646854,0.797646,0.790588,2.295457,1.342139,0.953318,6.655042,7.663517,-0.333664
30-04-2012,4.920631,5.839891,0.585471,0.585471,0.77099,0.767268,2.210592,1.231271,0.979321,6.277093,7.205389,-0.302974
31-05-2012,5.138538,6.124276,0.650551,0.650551,0.813258,0.810563,2.391594,1.399975,0.99162,6.602347,7.600137,-0.402184
30-06-2012,4.993785,6.247402,0.682603,0.682603,0.779742,0.77991,2.370455,1.393181,0.977275,6.456131,7.724107,-0.125204
31-07-2012,5.277106,6.789834,0.724406,0.724406,0.751249,0.752139,2.352838,1.388549,0.964289,6.752761,8.285714,0.144404
31-08-2012,5.347837,6.746537,0.729361,0.729361,0.720652,0.726017,2.359815,1.427579,0.932236,6.797849,8.220671,-0.004757
30-09-2012,5.115761,6.019045,0.67601,0.67601,0.651381,0.650345,2.198315,1.299767,0.898548,6.443151,7.359055,-0.383864
31-10-2012,5.375267,6.236452,0.626049,0.626049,0.683696,0.689455,2.175903,1.239404,0.936499,6.685012,7.564448,-0.359968
30-11-2012,5.264784,6.462099,0.594293,0.594293,0.687807,0.688272,2.118819,1.195047,0.923772,6.546884,7.757953,0.016022
31-12-2012,5.273745,6.886605,0.718688,0.718688,0.769914,0.768019,2.093128,1.057837,1.035291,6.762347,8.384662,0.564478
31-01-2013,5.299858,7.413982,0.746119,0.746119,0.798274,0.797304,2.163805,1.278554,0.885251,6.844252,8.972153,0.849347
28-02-2013,4.873636,6.636237,0.64244,0.64244,0.712257,0.714264,1.8042,0.950579,0.853621,6.228333,8.007429,0.828517
31-03-2013,5.374701,6.918264,0.657737,0.657737,0.779697,0.781514,2.026198,1.006049,1.020149,6.812136,8.3733,0.555115
30-04-2013,5.194314,6.076252,0.593157,0.593157,0.828707,0.830705,2.05532,1.150333,0.904987,6.616178,7.51368,-0.252832
31-05-2013,5.39429,6.060583,0.6567,0.6567,0.869796,0.870257,2.137389,1.142571,0.994818,6.920786,7.604649,-0.458708
30-06-2013,5.216461,6.163129,0.694124,0.694124,0.833767,0.839147,2.040001,1.081916,0.958085,6.744352,7.715212,-0.111055
31-07-2013,5.501214,6.679546,0.737064,0.737064,0.82578,0.826101,2.168373,1.154729,1.013644,7.064058,8.262746,0.043958
31-08-2013,5.622376,6.638514,0.745477,0.745477,0.753265,0.756596,2.157734,1.140875,1.016858,7.121119,8.161546,-0.100449
30-09-2013,5.406128,6.209405,0.687533,0.687533,0.70818,0.715938,2.06474,1.109721,0.955019,6.801841,7.629706,-0.281856
31-10-2013,5.4739,6.275289,0.660205,0.660205,0.75134,0.756568,2.016373,0.953859,1.062513,6.885445,7.706898,-0.132405
30-11-2013,5.396623,6.656275,0.678929,0.678929,0.769765,0.768716,1.923917,0.940481,0.983436,6.845317,8.119832,0.334034
31-12-2013,5.430086,7.496801,0.744947,0.744947,0.80671,0.806667,2.064516,0.925352,1.139164,6.981743,9.062807,1.155713
31-01-2014,5.578825,7.981908,0.765208,0.765208,0.832071,0.82509,2.058377,1.058765,0.999612,7.176104,9.586483,1.351614
28-02-2014,5.1054,7.045436,0.655141,0.655141,0.715293,0.712154,1.798325,0.875096,0.923229,6.475834,8.423459,1.07253
31-03-2014,5.778049,6.99032,0.652611,0.652611,0.86744,0.862101,1.976814,0.888944,1.08787,7.2981,8.517474,0.33043
30-04-2014,5.672104,6.07762,0.589726,0.589726,0.874973,0.872763,1.949044,0.977452,0.971592,7.136803,7.551892,-0.562363
31-05-2014,5.831354,6.099528,0.658367,0.658367,0.872186,0.870407,1.979257,0.965966,1.013292,7.361906,7.643874,-0.683998
30-06-2014,5.647544,6.178278,0.712658,0.712658,0.870396,0.866273,1.829108,0.814805,1.014303,7.230598,7.772385,-0.273018
31-07-2014,5.960544,6.61897,0.752422,0.752422,0.837457,0.833911,1.995006,0.934105,1.060902,7.550423,8.223279,-0.261249
31-08-2014,6.049628,6.662978,0.743936,0.743936,0.769384,0.772102,1.972179,0.911551,1.060628,7.562948,8.198856,-0.275642
30-09-2014,5.866873,6.190374,0.706343,0.706343,0.724546,0.723306,1.888962,0.923002,0.965961,7.297762,7.637999,-0.582765
31-10-2014,6.095492,6.311486,0.652547,0.652547,0.775083,0.776031,1.899391,0.890788,1.008603,7.523122,7.755148,-0.658763
30-11-2014,5.870241,6.679229,0.681301,0.681301,0.819811,0.816201,1.878978,0.854861,1.024117,7.371353,8.192794,-0.03342
31-12-2014,6.168426,7.180598,0.767299,0.767299,0.839005,0.83074,2.015545,0.875877,1.139668,7.77473,8.793278,0.142671
31-01-2015,6.105328,7.682537,0.776715,0.776715,0.832216,0.817426,2.075296,0.972497,1.102799,7.714259,9.294494,0.607738
28-02-2015,5.437442,7.159352,0.66368,0.66368,0.774095,0.769798,1.839729,0.834029,1.0057,6.875217,8.607225,0.897979
31-03-2015,6.078305,6.899031,0.67503,0.67503,0.840618,0.836501,2.078916,1.04381,1.035106,7.593954,8.429971,-0.207793
30-04-2015,5.86954,5.984159,0.625226,0.625226,0.836982,0.835071,1.921578,0.816133,1.105445,7.331749,7.464733,-0.683148
31-05-2015,5.850065,6.101003,0.688414,0.688414,0.830355,0.832147,2.000193,0.890011,1.110182,7.368834,7.64206,-0.616785
30-06-2015,5.61156,6.36044,0.716542,0.716542,0.795456,0.797476,1.962594,0.930252,1.032342,7.123558,7.895194,-0.158616
31-07-2015,5.970943,6.834754,0.746829,0.746829,0.821508,0.822935,2.031954,0.936845,1.095109,7.539279,8.425841,-0.050283
31-08-2015,6.097609,6.729872,0.75732,0.75732,0.795294,0.799527,2.081931,1.028342,1.053589,7.650223,8.308934,-0.36963
30-09-2015,5.88472,6.214951,0.69521,0.69521,0.745604,0.752557,1.925426,0.849215,1.076211,7.325534,7.682856,-0.491893
31-10-2015,5.958372,6.184823,0.633451,0.633451,0.778142,0.778832,1.901351,0.831727,1.069625,7.369965,7.612678,-0.589014
30-11-2015,5.657116,6.197692,0.63024,0.63024,0.829956,0.8268,1.898708,0.838534,1.060174,7.117313,7.672433,-0.283414
31-12-2015,5.669807,6.741673,0.728229,0.728229,0.885702,0.880423,2.075998,0.920127,1.15587,7.283738,8.367728,0.163863
31-01-2016,5.595942,7.415254,0.758537,0.758537,0.878466,0.859655,2.103195,1.004195,1.099,7.232945,9.054377,0.817237
29-02-2016,5.258684,6.663741,0.686509,0.686509,0.866911,0.857728,2.026808,0.98917,1.037638,6.812104,8.224631,0.423357
31-03-2016,5.500513,6.3369,0.691851,0.691851,0.945574,0.936539,2.135119,0.967941,1.167178,7.137938,7.982821,-0.123058
30-04-2016,5.175966,5.886045,0.656112,0.656112,0.895645,0.889149,2.026277,0.903546,1.122731,6.727724,7.445814,-0.185456
31-05-2016,5.392351,5.958827,0.696324,0.696324,0.906373,0.9035,2.165413,0.922887,1.242526,6.995048,7.576362,-0.341573
30-06-2016,5.331994,6.347812,0.702587,0.702587,0.863121,0.857314,2.070735,0.88057,1.190165,6.897702,7.928655,0.150384
31-07-2016,5.527616,6.824567,0.735784,0.735784,0.874581,0.875161,2.25379,1.1231,1.130691,7.137981,8.459735,0.198654
31-08-2016,5.621476,6.932325,0.748095,0.748095,0.827092,0.826663,2.211385,1.025171,1.186213,7.196662,8.530155,0.308322
30-09-2016,5.379531,6.251514,0.684522,0.684522,0.792546,0.791941,2.097864,0.913648,1.184215,6.8566,7.74405,-0.026197
31-10-2016,5.635909,6.160696,0.63521,0.63521,0.839768,0.834615,2.058266,0.933978,1.124287,7.110887,7.648668,-0.396198
30-11-2016,5.510229,6.171333,0.681705,0.681705,0.840573,0.838294,2.105279,0.842449,1.262829,7.032507,7.711817,-0.163139
31-12-2016,5.506708,7.37,0.749517,0.749517,0.946715,0.938113,2.123956,0.752223,1.371734,7.20294,9.074258,1.119096
31-01-2017,5.602581,7.279425,0.764768,0.764768,0.931662,0.909224,2.314684,0.934251,1.380433,7.299011,8.975714,0.742452
28-02-2017,5.202621,6.076847,0.664778,0.664778,0.878646,0.862546,1.959252,0.570205,1.389046,6.746044,7.621171,0.304921
31-03-2017,5.68814,6.714135,0.68081,0.68081,1.031122,1.018288,2.194988,0.724814,1.470174,7.400072,8.430378,0.305492
30-04-2017,5.422465,5.846171,0.593479,0.593479,1.002382,0.997739,2.111712,0.690529,1.421182,7.018326,7.452592,-0.256264
31-05-2017,5.656278,6.098856,0.64127,0.64127,1.039891,1.038529,2.263762,0.810799,1.452963,7.337439,7.793164,-0.355074
30-06-2017,5.610774,6.245456,0.700866,0.700866,0.994362,0.994661,2.117259,0.682859,1.4344,7.306003,7.958662,-0.030199
31-07-2017,5.739792,6.734308,0.745875,0.745875,0.928982,0.923921,2.129007,0.670517,1.45849,7.414649,8.421864,0.336697
31-08-2017,5.884908,6.645986,0.757067,0.757067,0.874484,0.86974,2.153423,0.760095,1.393328,7.516459,8.292366,0.015812
30-09-2017,5.668658,6.050237,0.712236,0.712236,0.849394,0.840006,1.99326,0.51531,1.47795,7.230288,7.617957,-0.127641
31-10-2017,5.985627,6.21255,0.690239,0.690239,0.904788,0.894515,2.064724,0.381463,1.683261,7.580655,7.808368,-0.153751
30-11-2017,5.951288,6.509779,0.696756,0.696756,0.896119,0.8799,2.023431,0.365876,1.657555,7.544163,8.097036,0.186998
31-12-2017,6.039159,7.493366,0.770824,0.770824,0.92767,0.909322,2.132348,0.405532,1.726816,7.737653,9.187347,1.044162
31-01-2018,5.988689,7.911819,0.780456,0.780456,0.976929,0.958085,2.227522,0.655075,1.572446,7.746073,9.664299,1.26315
28-02-2018,5.608193,6.47658,0.67738,0.67738,0.922932,0.89756,1.860679,0.33609,1.52459,7.208504,8.063531,0.518937
31-03-2018,6.262835,6.990649,0.700826,0.700826,1.017194,0.998825,2.114327,0.371921,1.742406,7.980856,8.705324,0.352546
30-04-2018,5.960693,6.252246,0.618237,0.618237,1.024178,1.005717,2.12512,0.333269,1.791851,7.603107,7.886119,-0.050257
31-05-2018,6.208616,6.219886,0.703833,0.703833,1.054663,1.048456,2.142157,0.367426,1.774731,7.967112,7.986156,-0.348381
30-06-2018,6.104569,6.380783,0.728583,0.728583,1.033802,1.018926,2.17634,0.414152,1.762188,7.866955,8.142891,-0.138216
31-07-2018,6.406754,6.904313,0.757528,0.757528,0.948984,0.933103,2.16145,0.298256,1.863194,8.113266,8.610077,0.198555
31-08-2018,6.693918,6.97706,0.755713,0.755713,0.953714,0.939764,2.191516,0.454452,1.737064,8.403345,8.689603,-0.168194
30-09-2018,6.439581,6.322819,0.676697,0.676697,0.872342,0.852988,1.998803,0.275447,1.723356,7.98862,7.863388,-0.400679
31-10-2018,6.734886,6.564261,0.620995,0.620995,0.90945,0.890844,1.981975,0.088348,1.893627,8.265331,8.085771,-0.267908
30-11-2018,6.599256,6.943583,0.668643,0.668643,0.913361,0.894207,1.895825,0.012264,1.883561,8.18126,8.515059,0.321536
31-12-2018,6.776997,7.336542,0.749177,0.749177,0.952043,0.931479,1.957559,0.002918,1.954641,8.478216,9.02803,0.546895
31-01-2019,6.809097,7.838231,0.769584,0.769584,0.952661,0.92859,2.121899,0.211685,1.910215,8.531342,9.547804,0.804778
28-02-2019,6.12895,6.835727,0.675753,0.675753,0.882918,0.869601,1.700241,-0.024471,1.724712,7.687621,8.391774,0.728623
31-03-2019,6.663949,7.031288,0.679562,0.679562,0.999795,0.988904,1.924651,0.012582,1.912069,8.343306,8.707946,0.352057
30-04-2019,6.65414,6.011698,0.632586,0.632586,1.0397,1.023881,1.924807,0.031884,1.892923,8.326426,7.676307,-0.682003
31-05-2019,6.877088,6.175787,0.700904,0.700904,1.073754,1.065456,2.045868,0.092071,1.953797,8.651746,7.952525,-0.791293
30-06-2019,6.606718,6.189718,0.718461,0.718461,1.009869,0.997705,1.889378,-0.050648,1.940025,8.335048,7.918271,-0.366129
31-07-2019,6.785362,6.811535,0.753898,0.753898,0.998272,0.98522,2.020569,0.131721,1.888848,8.537531,8.563226,-0.106026
31-08-2019,7.06218,6.86216,0.750891,0.750891,0.952554,0.939378,1.97528,0.005971,1.969309,8.765625,8.56635,-0.205246
30-09-2019,6.822768,6.26438,0.689836,0.689836,0.91247,0.901129,1.789243,-0.187664,1.976907,8.425074,7.867345,-0.370065
31-10-2019,7.062514,6.3538,0.647745,0.647745,0.941536,0.933183,1.816105,-0.271633,2.087737,8.651795,7.942221,-0.437941
30-11-2019,6.886113,6.814014,0.669598,0.669598,0.912051,0.900215,1.688425,-0.340187,2.028612,8.467762,8.396094,0.268519
31-12-2019,7.048279,7.236205,0.763034,0.763034,0.951898,0.935226,1.968761,-0.221653,2.190414,8.763212,8.948239,0.40668
31-01-2020,7.023966,7.230035,0.774776,0.774776,0.981404,0.95929,1.871493,-0.30372,2.175213,8.780146,8.974959,0.498533
29-02-2020,6.457747,6.7023,0.688502,0.688502,0.985297,0.96752,1.72719,-0.361601,2.088791,8.131546,8.367983,0.598038
31-03-2020,6.830089,6.239582,0.668515,0.668515,0.995239,0.963978,1.782154,-0.453918,2.236072,8.493843,7.884964,-0.154961
30-04-2020,6.242222,4.97187,0.61809,0.61809,0.922997,0.915348,1.507487,-0.372306,1.879794,7.783309,6.516376,-0.894627
