Date,Total Fossil Fuels Production,Total Fossil Fuels Consumption,Nuclear Electric Power Production,Nuclear Electric Power Consumption,Total Renewable Energy Production,Total Renewable Energy Consumption,Primary Energy Imports,Primary Energy Net Imports,Primary Energy Net Exports,Total Primary Energy Production,Total Primary Energy Consumption,Primary Energy Stock Change and Other
31-05-2020,5.794635,5.122613,0.672074,0.672074,1.021471,1.022323,1.651252,-0.04247,1.693721,7.488181,6.829652,-0.616059
30-06-2020,5.889961,5.523024,0.702024,0.702024,1.038836,1.037951,1.704521,0.045539,1.658983,7.630822,7.276318,-0.400042
31-07-2020,6.302331,6.338741,0.7248,0.7248,0.995034,0.985773,1.69169,-0.182439,1.874128,8.022165,8.067831,0.228105
31-08-2020,6.301563,6.330145,0.720588,0.720588,0.954931,0.943395,1.612727,-0.265065,1.877792,7.977082,8.0142,0.302183
30-09-2020,6.138334,5.727728,0.686588,0.686588,0.884571,0.874063,1.544957,-0.307809,1.852767,7.709492,7.30114,-0.100543
31-10-2020,6.2046,5.925301,0.6201,0.6201,0.938501,0.918562,1.578486,-0.396807,1.975293,7.763202,7.477217,0.110822
30-11-2020,6.234271,5.963724,0.645145,0.645145,0.980632,0.962361,1.596209,-0.360697,1.956907,7.860048,7.582876,0.083525
31-12-2020,6.393932,7.001264,0.729872,0.729872,0.984504,0.968169,1.719896,-0.474567,2.194463,8.108308,8.714053,1.080312
31-01-2021,6.50676,7.210939,0.748098,0.748098,0.996592,0.966254,1.771525,-0.311399,2.082925,8.25145,8.939434,0.999384
28-02-2021,5.330326,6.614624,0.656549,0.656549,0.873844,0.867479,1.565742,-0.101161,1.666903,6.860719,8.148638,1.38908
31-03-2021,6.605408,6.357527,0.664413,0.664413,1.096067,1.084536,1.788106,-0.279001,2.067107,8.365888,8.119532,0.032645
30-04-2021,6.368644,5.875228,0.595413,0.595413,1.053848,1.044185,1.702768,-0.401702,2.10447,8.017904,7.526169,-0.090034
31-05-2021,6.627368,5.953166,0.661137,0.661137,1.112084,1.104371,1.799127,-0.33206,2.131187,8.400589,7.731281,-0.337248
30-06-2021,6.441243,6.318544,0.689048,0.689048,1.039772,1.027711,1.890417,-0.314011,2.204428,8.170063,8.050457,0.194406
31-07-2021,6.638882,6.696717,0.717845,0.717845,1.001086,0.988428,1.877723,-0.207653,2.085376,8.357812,8.41805,0.267891
31-08-2021,6.681408,6.783647,0.724517,0.724517,1.015449,1.009159,1.845777,-0.337489,2.183267,8.421374,8.528827,0.444942
30-09-2021,6.42136,6.079996,0.672879,0.672879,0.972447,0.962218,1.829001,-0.095993,1.924995,8.066687,7.724445,-0.246249
31-10-2021,6.770603,6.157526,0.593874,0.593874,1.00656,0.997633,1.751844,-0.311057,2.062901,8.371038,7.758761,-0.301219
30-11-2021,6.653553,6.466033,0.654413,0.654413,1.040253,1.019886,1.774257,-0.397296,2.171553,8.348218,8.144297,0.193374
31-12-2021,6.816448,6.916527,0.737537,0.737537,1.118251,1.091346,1.8591,-0.527237,2.386337,8.672236,8.753643,0.608644
31-01-2022,6.666196,7.66898,0.736046,0.736046,1.129142,1.09294,1.836209,-0.349262,2.185471,8.531384,9.508195,1.326074
28-02-2022,6.049793,6.763628,0.645056,0.645056,1.070709,1.045676,1.68466,-0.364684,2.049345,7.765558,8.460574,1.0597
31-03-2022,6.812384,6.689434,0.65863,0.65863,1.208051,1.188372,1.848642,-0.51818,2.366822,8.679065,8.543246,0.382361
30-04-2022,6.5565,5.996958,0.576615,0.576615,1.175706,1.16404,1.744661,-0.535278,2.279939,8.30882,7.746131,-0.027411
31-05-2022,6.845556,6.065854,0.661007,0.661007,1.21879,1.199383,1.792369,-0.530291,2.32266,8.725353,7.935685,-0.259376
30-06-2022,6.698692,6.284931,0.685346,0.685346,1.186711,1.170519,1.801766,-0.493783,2.295549,8.570749,8.155757,0.078791
31-07-2022,6.921426,6.736891,0.718109,0.718109,1.1324,1.111161,1.907862,-0.386458,2.29432,8.771935,8.584805,0.199327
31-08-2022,7.047525,6.755154,0.718526,0.718526,1.044026,1.036589,1.821828,-0.505262,2.32709,8.810077,8.530444,0.225628
30-09-2022,6.915201,6.14428,0.664673,0.664673,0.978647,0.960694,1.702048,-0.517784,2.219831,8.558521,7.782741,-0.257997
31-10-2022,7.126618,6.179721,0.614741,0.614741,1.019209,1.006859,1.767733,-0.554743,2.322475,8.760568,7.811175,-0.394651
30-11-2022,6.875368,6.553431,0.647029,0.647029,1.097519,1.076469,1.761697,-0.544226,2.305923,8.619915,8.285891,0.210202
